ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.85,75.71,90.0,,,0.8,,86.88,82.11,44.97,70.92,False,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.36,True,6938988032.0,3.33,0.95,6.49,7.91,28.4,16.71,13.12,52.59,4.52,1.22,1.3,1.73,0.86,0.22,26.33,90.2,6.1,7.25,0.72,61.6,36.26,5.05,13.85,107.5,-24.4,-5.7,1.37,0.61,10.470000267028809,5.913776996590975,10.970056328676257,41.65991097241192,27.92248282087064,72.02488947678853,19.57807411896471,38.04414511442901,18.676545915727786,,,,6,False,12.2,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,10.850000381469727,-3.5023050790846444,-26.026400850570464,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.5%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.72,77.91,70.0,,,0.9,,87.8,62.46,65.69,96.45,False,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4243665664.0,4.65,1.63,28.97,15.45,35.06,31.82,17.83,24.89,6.25,0.76,0.6,2.96,0.37,0.47,71.82,-64.7,5.92,11.45,1.64,37.42,62.57,13.47,20.08,0.3,-32.7,-9.1,0.92,0.6,13.510000228881836,14.904529648444058,27.647902497863726,38.49623721132995,23.276964100610414,73.57895572794577,48.35683728204449,25.80471312226442,8.843329864142378,,,,6,False,8.3,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.039999961853027,-3.774926883270735,-33.21715014121165,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.8%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.75,72.06,90.0,,,0.8,,73.1,76.54,60.08,80.14,False,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.26,True,2532618496.0,4.57,1.11,15.81,9.28,24.38,16.15,10.98,21.43,4.4,0.91,1.16,2.38,0.48,0.33,42.4,19.5,3.83,6.4,1.12,72.76,27.27,20.62,34.28,18.8,-28.6,-11.1,1.66,0.63,24.489999771118164,16.22791672675734,30.102785528134863,71.00492274995965,51.57751935333566,124.97346294211883,25.701783282722417,61.622060587426795,43.48566671807241,47.24912303660864,47.531593035704034,42.778433732133635,6,True,7.7,74.67715039582647,92.9323131000231,n/d,2026-01-02,última,,,False,False,,,Lateral,25.09000015258789,-2.3913924982891688,-28.55892461143056,True,False,False,sem sinal (Lateral)
POMO3,SMALL11,SMALL11,Bens Industriais,73.92,74.61,70.0,,,0.7,,80.49,74.96,52.52,91.49,False,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5089741312.0,4.36,1.24,22.53,12.72,28.32,24.74,18.39,13.19,4.61,1.29,0.98,1.94,0.81,0.35,55.44,-14.0,,8.76,1.02,59.93,39.42,3.73,6.48,9.9,-36.7,-22.0,0.91,0.45,4.099999904632568,3.7241382742321716,6.908276498700677,12.459862095500348,8.36413470330276,23.82397077638959,11.295049460255864,9.970581123793748,5.136054609408141,8.265442395027673,8.36413470330276,7.5277212329724845,7,True,6.4,83.6029611724369,101.59616066548179,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.215035915374756,-2.7291822193633575,-37.22957339379994,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.7%))
PSSA3,BOVA11,BOVA11,Insurance,73.1,72.76,75.0,,1.8,0.3,,76.13,53.32,100.0,51.77,False,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,31056078848.0,8.47,1.93,6.25,5.34,22.84,17.35,79.28,8.13,,,,,,0.68,45.19,0.3,7.78,6.06,,71.59,28.18,43.07,55.45,12.5,-12.6,-4.8,0.75,0.5,48.45000076293945,18.463405279066166,34.24961679266774,75.79250414509417,56.84138973621089,102.12855711347896,48.42981966865032,60.2934106186815,,44.23383647136959,41.33971823065903,37.20574640759313,4,True,4.1,-23.20795496033783,-8.702093344020966,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,53.47999954223633,-9.405382988689793,-12.781275556497729,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.4%))
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,72.87,73.38,70.0,,,0.7,,80.49,72.3,52.52,85.82,False,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5524231168.0,4.69,1.33,20.93,10.21,28.32,24.74,18.39,13.19,4.87,1.29,0.98,1.94,0.81,0.32,47.9,-14.0,4.55,8.76,1.02,59.93,39.42,3.93,7.69,13.1,-42.1,-19.7,0.97,0.48,4.449999809265137,3.246171809443773,6.0216487065181985,12.57196108161259,8.451601462282563,23.690430873585022,11.550522206064361,11.33495414190747,5.170114986281696,11.255890494035985,11.33495414190747,10.201458727716723,7,True,7.3,129.2462733700964,152.94137025805304,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.525676250457764,-1.6721576401973581,-42.370706279484736,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.7%))
PETR4,BOVA11,BOVA11,Energia,71.15,74.88,50.0,,,0.9,DY5a=41.0%>=20,86.35,85.07,36.34,,False,7,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,575506022400.0,4.0,1.11,8.81,41.02,27.73,30.77,19.69,24.32,2.63,1.29,0.92,0.85,0.76,0.27,164.07,96.8,4.26,10.07,0.28,65.87,33.99,26.84,47.05,56.9,-10.5,1.9,0.34,0.23,42.119998931884766,123.40381746322815,228.91408139428822,139.52249646186826,94.81741816392974,315.89999198913574,56.20264666666667,127.41299676895143,59.68207923012467,118.56507659272245,123.40381746322815,111.06343571690533,7,True,5.6,163.68337733463358,181.49354130911172,n/d,2026-08-24,última,,,False,False,,,Em Alta,42.971248626708984,-1.9809750054484598,-11.627621240418684,True,False,False,sem sinal (Em Alta)
ABCB10,SMALL11,SMALL11,Produtos financeiros,71.04,74.75,50.0,,,0.4,,75.84,72.79,,,False,8,Não,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.82,,,14.9,,,40.92,,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
MILS3,SMALL11,SMALL11,Bens Industriais,70.74,69.11,80.0,,,0.7,,84.89,55.59,57.38,55.32,False,9,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3581530624.0,8.22,1.96,5.38,5.71,23.81,18.37,20.65,23.53,4.88,1.28,0.87,2.98,0.99,0.65,46.95,21.3,8.4,11.12,0.54,61.6,38.32,10.3,15.81,52.7,-0.6,7.7,0.74,0.47,15.720000267028809,6.4129886659553375,11.89609397534715,25.3394164888238,18.57718318922573,35.079762033621094,12.294121157038429,20.293512971890824,18.206809043352767,20.240985551328542,18.57718318922573,16.71946487030316,7,True,5.5,6.3579172156290165,28.759447884883738,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.75,-0.19047449505518177,-1.380171387364626,True,False,False,sem sinal (Em Alta)
PETR3,BOVA11,BOVA11,Energia,70.43,74.04,50.0,,,0.9,DY5a=38.9%>=20,86.35,82.04,36.34,,False,10,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.65,True,600743870464.0,4.44,1.23,7.93,38.86,27.73,30.77,19.69,24.32,2.81,1.29,0.92,0.85,0.76,0.3,172.54,96.8,3.15,10.07,0.28,65.87,33.99,28.69,52.45,62.4,-11.1,0.8,0.37,0.22,46.61000061035156,129.37727750337677,239.99484976876388,139.09515947908966,94.60766566462229,314.9324365564294,56.20264666666667,127.0227494110932,58.23897138739911,144.93396955468012,128.200013457235,115.3800121115115,8,True,5.6,147.5434683557736,210.95037042864124,2026-08-06,2026-08-24,última,,,False,False,,,Em Alta,48.05994415283203,-3.016948038619449,-12.25622842466768,True,False,False,sem sinal (Em Alta)
