ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.85,75.71,90.0,,,0.8,,86.88,82.11,44.97,70.92,False,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.33,True,6866085376.0,3.32,0.94,6.51,7.91,28.4,16.71,13.12,52.59,4.51,1.22,1.3,1.73,0.86,0.22,26.25,90.2,6.04,7.25,0.72,61.6,36.26,5.05,13.85,105.3,-25.2,-6.7,1.37,0.61,10.359999656677246,5.851607513892978,10.854731938271474,41.34638417197997,27.817495817427453,71.4826807363435,19.57807411896471,37.757830074034544,18.127601052713864,,,,6,False,12.2,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,10.819999694824219,-4.2513867940958905,-26.80358213834876,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.3%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.78,77.98,70.0,,,0.9,,87.8,62.75,65.69,96.45,False,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4227960064.0,4.6,1.61,29.3,15.44,35.06,31.82,17.83,24.89,6.19,0.76,0.6,2.96,0.37,0.45,71.04,-64.7,5.9,11.45,1.64,37.42,62.57,13.37,20.08,0.7,-33.0,-9.2,0.92,0.6,13.460000038146973,14.84817746816706,27.543369203449895,38.77065228379291,23.46088908480287,74.89792003954702,48.476871379307646,26.490315847040026,8.84601103131171,,,,6,False,8.5,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.039999961853027,-4.131053598874123,-33.464311886155116,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.1%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.67,71.96,90.0,,,0.8,,73.1,76.14,60.08,80.14,False,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.26,True,2545028352.0,4.58,1.12,15.77,9.28,24.38,16.15,10.98,21.43,4.42,0.91,1.16,2.38,0.48,0.33,42.51,19.5,3.85,6.4,1.12,72.76,27.27,20.62,34.28,19.3,-28.2,-10.4,1.66,0.63,24.610000610351562,16.31411911332688,30.26269095522136,71.19705416750178,51.54198416678618,125.1877146832109,25.695729052496183,61.698069255418105,42.539538548172715,47.15584435759939,47.04076135747945,42.3366852217315,6,True,7.7,72.03041110012678,91.61252819215495,n/d,2026-01-02,última,,,False,False,,,Lateral,24.920000076293945,-1.2439785914658996,-28.208863807735685,True,False,False,sem sinal (Lateral)
POMO3,SMALL11,SMALL11,Bens Industriais,74.0,74.7,70.0,,,0.7,,80.49,75.3,52.52,91.49,False,4,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5114569216.0,4.29,1.21,22.43,12.72,28.32,24.74,18.39,13.19,4.56,1.29,0.98,1.94,0.81,0.33,54.56,-14.0,,8.76,1.02,59.93,39.42,3.73,6.48,10.4,-36.4,-21.4,0.91,0.45,4.119999885559082,3.7426415040444696,6.942599990002492,12.72494137148201,8.577626503317656,24.572684945103827,11.2034907250181,10.334042032454056,5.277674817213106,9.17672923991457,9.455834267885855,8.51025084109727,6,True,6.6,106.55949217198662,122.7361527867929,n/d,2026-08-26,última,,,False,False,,,Em Baixa,4.137517929077148,-0.42339498748646953,-36.92337647573303,True,False,False,sem sinal (Em Baixa; sem novo topo (-0.4%))
PSSA3,BOVA11,BOVA11,Insurance,73.13,72.8,75.0,,1.8,0.3,,76.13,53.47,100.0,51.77,False,5,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,30985568256.0,8.48,1.94,6.23,5.34,22.84,17.35,79.28,8.13,,,,,,0.68,45.24,0.3,7.76,6.06,,71.59,28.18,43.07,55.45,12.2,-12.8,-5.0,0.75,0.5,48.34000015258789,18.42191764739708,34.17265723592159,75.53125023841856,56.53262027768808,101.70639341236544,48.424470663285796,60.04105166401472,,44.13757394625576,41.29856394960369,37.16870755464332,4,True,4.1,-23.10983153223369,-8.69347578209958,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,52.650001525878906,-8.18613722389454,-12.979296459940294,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.2%))
POMO4,BOVA11+SMALL11+Carteira,BOVA11,Bens Industriais,72.71,73.19,70.0,,,0.7,,80.49,71.55,52.52,85.82,False,6,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5586301440.0,4.68,1.33,20.54,10.21,28.32,24.74,18.39,13.19,4.87,1.29,0.98,1.94,0.81,0.32,47.8,-14.0,4.6,8.76,1.02,59.93,39.42,3.93,7.69,14.4,-41.5,-18.6,0.97,0.48,4.5,3.2829708131980633,6.0899108584824075,12.740384615384615,8.555689714412285,24.03529941059576,11.55329843770122,11.50347629334515,5.265872237751261,11.391990223953242,11.50347629334515,10.353128664010635,7,True,7.3,130.06952586690298,153.155338310072,n/d,2026-08-26,última,"A Marcopolo (POMO4) apresenta uma sólida combinação de alta qualidade operacional e valuation atrativo no setor de bens industriais, evidenciada por um ROE de 28,3% e um ROIC de 18,4% que se posicionam significativamente acima da média dos seus pares, sugerindo uma forte capacidade de geração de valor sobre o capital empregado. Essa rentabilidade robusta convive com múltiplos de preço bastante descontados, como o P/L de 4,68 e o P/VP de 1,33, indicando que o mercado atualmente subavalia a qualidade da empresa em relação ao seu patrimônio e lucros. O endividamento é muito bem controlado, com a relação Dívida Líquida/EBITDA em 1,29, patamar confortavelmente abaixo da média setorial de 2,39, o que confere segurança financeira e permite que a companhia sustente um expressivo Dividend Yield de 20,54%. Esse provento elevado mostra-se sustentável diante da forte geração de caixa e da estrutura de capital equilibrada, embora o investidor deva monitorar o histórico de crescimento, dado que o CAGR de receita de cinco anos contraiu 14,0%, ficando bem abaixo da expansão média do setor. No checklist de critérios fundamentalistas, a empresa atende a 5 de 8 requisitos, penalizada justamente pela ausência de crescimento recente frente aos pares, pela margem líquida de 13,19% (abaixo do sarrafo de 15%) e por movimentações de insiders, refletindo um momento operacional de recuperação que contrasta com a tendência gráfica de baixa no curto prazo. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 3,28 pelo modelo de Bazin até os otimistas R$ 24,04 de Lynch, estabelecendo uma média de R$ 11,39 e um preço-teto ajustado com margem de segurança de R$ 10,35, o que aponta para um expressivo potencial de valorização de 130,1% frente à cotação atual de R$ 4,50. Em suma, o ativo tem como principais pontos positivos a eficiência na alocação de capital, o endividamento sob controle e o robusto retorno via dividendos com grande margem de segurança no preço, enquanto os pontos negativos concentram-se na retração histórica de receita a longo prazo e no atual sinal gráfico desfavorável.",,False,True,4.45,1.12,Em Baixa,4.41884708404541,1.836517861131659,-41.72317990102352,True,False,False,sem sinal (Em Baixa; sem novo topo (+1.8%))
ABCB10,SMALL11,SMALL11,Produtos financeiros,71.45,75.24,50.0,,,0.4,,75.84,74.15,,,False,7,Não,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.82,,,14.9,,,40.92,,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
PETR4,BOVA11,BOVA11,Energia,70.94,74.64,50.0,,,0.9,DY5a=41.0%>=20,86.35,84.19,36.34,,False,8,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.61,True,583430832128.0,4.13,1.14,8.54,41.02,27.73,30.77,19.69,24.32,2.68,1.29,0.92,0.85,0.76,0.28,169.4,96.8,4.32,10.07,0.28,65.87,33.99,26.84,47.05,59.1,-9.2,3.4,0.34,0.23,42.70000076293945,125.10152667766872,232.06333198707546,136.9915278714159,93.34513547433258,310.1694970673568,56.092553333333335,125.1016971505006,56.79973954423169,141.95812613823938,125.10161191408466,112.5914507226762,8,True,5.5,163.68020775399498,232.45462201829486,n/d,2026-08-24,última,,,False,False,,,Em Alta,42.971248626708984,-0.631231049685943,-10.410713766652947,True,False,False,sem sinal (Em Alta)
MILS3,SMALL11,SMALL11,Bens Industriais,70.83,69.21,80.0,,,0.7,,84.89,55.99,57.38,55.32,False,9,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3576973824.0,8.19,1.95,5.4,5.71,23.81,18.37,20.65,23.53,4.87,1.28,0.87,2.98,0.99,0.65,46.76,21.3,8.39,11.12,0.54,61.6,38.32,10.3,15.81,52.5,-0.7,7.3,0.74,0.47,15.699999809265137,6.403272781903288,11.878071010430599,25.399877591301955,18.63509665364473,35.244196736550705,12.298869621567157,20.394353160062042,18.365332683654273,20.31654249388735,18.63509665364473,16.77158698828026,7,True,5.5,6.8253961276021125,29.4047308325305,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.75,-0.3174615284753268,-1.5056447768889702,True,False,False,sem sinal (Em Alta)
LEVE3,SMALL11,SMALL11,Consumo discricionário,70.36,70.42,70.0,,,0.9,,86.26,58.03,35.47,100.0,False,10,Não,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.2,True,4402307072.0,6.32,4.57,8.78,19.55,72.29,64.73,34.45,13.0,5.18,1.2,0.49,1.43,1.7,0.24,123.56,25.8,6.37,14.14,0.81,77.23,22.71,24.65,35.6,31.8,-8.8,-1.3,0.64,0.45,32.47999954223633,45.35763232837969,84.13840796914432,68.09493574915052,28.66755367542007,154.1772130169446,98.51666666666667,62.18480925016765,25.54730448044999,77.30531695083907,68.09493574915052,61.28544217423547,7,True,6.0,88.68670886075947,138.00898411440187,n/d,2026-04-30,última,,,False,False,,,Em Alta,34.0,-4.470589581657858,-10.30102081343549,True,False,False,sem sinal (Em Alta)
