ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,beta,corr_ibov,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
JHSF3,SMALL11,SMALL11,Imobiliário,77.56,75.37,90.0,,,0.8,,86.74,81.38,44.73,70.42,False,1,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.36,True,6647377920.0,3.26,0.93,6.63,7.91,28.4,16.71,13.12,52.59,4.45,1.22,1.3,1.73,0.86,0.22,25.78,90.2,5.85,7.25,0.72,61.6,36.26,4.95,13.85,102.5,-27.6,-9.5,1.38,0.61,10.029999732971191,5.665537316821284,10.509571722703482,40.76610320916205,27.32385086094712,70.48083387425334,19.57807411896471,37.22791311931025,17.25553128925019,,,,6,False,12.4,,,n/d,2026-08-31,próxima,,,False,False,,,Em Baixa,11.149999618530273,-10.044842366610895,-29.135132684552524,True,False,False,sem sinal (Em Baixa; sem novo topo (-10.0%))
VULC3,SMALL11,SMALL11,Consumo discricionário,76.38,77.5,70.0,,,0.9,,87.66,61.02,65.74,96.48,False,2,Não,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4240524544.0,4.67,1.64,28.85,15.45,35.06,31.82,17.83,24.89,6.27,0.76,0.6,2.96,0.37,0.48,72.14,-64.7,5.92,11.45,1.64,37.42,62.57,13.47,20.08,0.2,-32.8,-9.6,0.92,0.61,13.5,14.895259330793785,27.63070605862247,38.30299785867237,23.139004111132937,72.89316919304719,48.30785853813614,25.4729539859846,8.522721259811197,,,,6,False,8.6,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,14.180000305175781,-4.795488649796276,-33.266583433043984,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.8%))
MDNE3,SMALL11,SMALL11,Imobiliário,74.87,72.2,90.0,,,0.8,,73.06,77.47,59.98,79.58,False,3,Não,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.26,True,2389906688.0,4.38,1.07,16.51,9.27,24.38,16.15,10.98,21.43,4.23,0.91,1.16,2.38,0.48,0.3,40.6,19.5,3.62,6.4,1.12,72.76,27.27,19.63,34.28,17.7,-32.6,-16.5,1.67,0.64,23.110000610351562,15.300809307578735,28.38300126555855,69.91038997423703,50.63633587458943,125.31709164088673,25.80047644283469,62.124531903779946,40.83962309704059,,,,6,False,8.2,,,n/d,2026-01-02,última,,,False,False,,,Em Baixa,25.110000610351562,-7.96495400790832,-32.584593251769135,True,False,False,sem sinal (Em Baixa; sem novo topo (-8.0%))
PLPL3,SMALL11,SMALL11,Consumo discricionário,73.86,74.54,70.0,,,0.9,,77.84,82.21,65.19,59.15,False,4,Não,5,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,False,True,True,True,-0.11,True,1360433408.0,4.61,1.26,7.14,6.32,27.32,38.02,24.26,8.62,1.92,-0.24,-0.14,3.0,0.62,0.31,29.14,16.7,2.64,7.78,1.2,73.04,24.14,6.46,17.36,3.7,-61.4,-27.4,1.44,0.5,6.699999809265137,3.025099211877478,5.611559038032722,19.257049343332547,13.186523532267007,30.987285489210787,10.95072400487419,17.585682796552742,13.888871226520482,,,,7,False,10.2,,,n/d,2025-12-30,última,,,False,False,,,Em Baixa,7.360000133514404,-8.96739554723509,-61.45135022388786,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.0%))
POMO3,SMALL11,SMALL11,Bens Industriais,73.6,74.24,70.0,,,0.7,,80.17,74.5,52.24,90.85,False,5,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.46,True,5164225024.0,4.35,1.23,22.59,11.85,28.32,24.74,18.39,13.19,4.6,1.29,0.98,1.94,0.81,0.32,51.57,-14.0,,8.76,1.02,59.93,39.42,3.85,6.69,8.1,-37.8,-23.7,0.92,0.45,4.159999847412109,3.522528944439355,6.5342911919350035,12.671263903036884,8.530753432322463,24.453785494158552,11.287575597491493,10.799660706973297,5.145350885314784,9.161482619512322,9.665207069647881,8.698686362683093,6,True,6.9,109.10304523435141,120.2279556623441,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,4.989999771118164,-16.63326576706571,-38.28701373227804,True,False,False,sem sinal (Em Baixa; sem novo topo (-16.6%))
PSSA3,BOVA11,BOVA11,Insurance,73.27,72.97,75.0,,1.8,0.3,,76.06,54.41,100.0,51.41,False,6,Não,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,29851013120.0,8.17,1.87,6.47,5.33,22.84,17.35,79.28,8.13,,,,,,0.63,43.59,0.3,7.48,6.06,,71.59,28.18,43.07,55.45,8.1,-16.0,-8.6,0.73,0.49,46.56999969482422,17.74640001418078,32.919572026305346,75.52662129209557,56.51525123994185,103.85489383954123,48.58730183181564,61.39283925797351,,43.69497379109933,40.75343692906049,36.678093236154446,4,True,4.3,-21.24094164374486,-6.173557918327455,2026-11-05,2026-06-23,última,,,False,False,,,Em Baixa,54.25,-14.156682590185776,-16.165615959622304,True,False,False,sem sinal (Em Baixa; sem novo topo (-14.2%))
CURY3,BOVA11+SMALL11,BOVA11,Consumo discricionário,72.06,70.66,80.0,,,0.9,,90.38,40.43,56.09,86.62,False,7,Não,7,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,True,True,True,False,True,True,True,-0.21,True,8976506880.0,8.38,5.57,16.1,10.4,66.38,57.38,37.72,18.37,5.39,-0.2,-0.08,1.94,0.71,0.98,87.15,33.5,6.06,16.14,0.91,70.61,24.44,26.99,40.16,8.0,-27.4,-7.1,1.29,0.58,29.139999389648438,21.646522490558613,40.15429921998623,46.07458137384746,20.23164474624445,65.82313794881748,53.53558993580118,27.932542543757474,23.14773211331797,37.31825629654136,34.04342088187185,30.639078793684668,8,True,3.3,5.144404376922385,28.06539834657007,n/d,2026-05-18,última,,,False,False,,,Em Alta,32.31999969482422,-9.839109948027113,-27.599662153638526,True,False,False,sem sinal (Em Alta)
POMO4,BOVA11+SMALL11,BOVA11,Bens Industriais,72.0,72.35,70.0,,,0.7,,80.17,70.91,52.24,80.99,False,8,Não,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5524231168.0,4.65,1.32,21.12,9.48,28.32,24.74,18.39,13.19,4.84,1.29,0.98,1.94,0.81,0.31,44.06,-14.0,4.55,8.76,1.02,59.93,39.42,4.05,7.92,9.9,-43.8,-22.5,0.96,0.48,4.449999809265137,3.0120259976063806,5.587308225559836,12.680106983389903,8.519964974194986,23.423303463541153,11.575137762178509,11.579569396152293,5.132371338333186,11.213966020478551,11.575137762178509,10.417623985960658,7,True,7.8,134.1039198309764,151.99924721638135,n/d,2026-08-26,próxima,,,False,False,,,Em Baixa,5.369999885559082,-17.13221780074884,-44.03186066682176,True,False,False,sem sinal (Em Baixa; sem novo topo (-17.1%))
PETR4,BOVA11,BOVA11,Energia,70.56,74.19,50.0,,,0.9,DY5a=41.0%>=20,86.22,82.79,36.38,,False,9,Não,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.66,True,571816869888.0,4.28,1.19,5.18,41.02,27.73,30.77,19.69,24.32,2.74,1.29,0.92,0.85,0.76,0.29,175.56,96.8,4.24,10.07,0.28,65.87,33.99,26.84,47.05,55.9,-11.1,1.0,0.37,0.25,41.84000015258789,122.58643906548667,227.39784446647775,129.5280378555583,87.9402247659184,293.27102910692446,56.64301999999999,118.28598173979287,56.23704998538797,136.4862033731933,120.43621040263977,108.3925893623758,8,True,5.2,159.0645051794329,226.20985390878715,n/d,2026-08-24,próxima,,,False,False,,,Em Alta,42.971248626708984,-2.6325706379822567,-12.215089398152013,True,False,False,sem sinal (Em Alta)
MILS3,SMALL11,SMALL11,Bens Industriais,70.37,68.67,80.0,,,0.7,,84.77,54.17,57.46,54.93,False,10,Não,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3565582336.0,8.16,1.94,5.41,5.71,23.81,18.37,20.65,23.53,4.86,1.28,0.87,2.98,0.99,0.64,46.63,21.3,8.36,11.12,0.54,61.6,38.32,10.3,15.81,52.0,-1.0,7.7,0.75,0.48,15.649999618530273,6.387865863140346,11.849491176125342,25.41207045901055,18.65776617291419,35.33127285842202,12.302375672488116,20.442865483295776,17.943009675233974,20.27697878535571,18.65776617291419,16.79198955562277,7,True,5.5,7.297060478776829,29.565362808998998,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.8100004196167,-1.0120227504099244,-1.8193222677992948,True,False,False,sem sinal (Em Alta)
