ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,mediana_1a,media_1a,max_drawdown,vol_anual,ret_ytd,min_ytd,max_ytd,rel_ibov_ytd,desvio_padrao,momentum_12_1,var_95,sharpe,beta,corr_ibov,corr_usd,close,div_ge5_5a,divo_qualidade_ok,auvp_ok,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
VULC3,SMALL11+DIVO11,SMALL11,Consumo discricionário,77.32,78.61,70.0,,,0.9,,87.08,66.31,65.97,96.53,False,1,Não,,,False,6,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,True,False,True,True,False,True,True,True,0.25,True,4105455872.0,4.45,1.56,30.31,15.44,35.06,31.82,17.83,24.89,6.01,0.76,0.6,2.96,0.37,0.41,68.7,-64.7,5.73,11.45,1.64,37.42,62.57,13.01,20.08,0.5,-34.9,-10.0,16.94,16.72,-35.2,25.6,-34.4,13.01,19.91,-51.11,1.62,-22.9,-2.78,-1.68,0.87,0.59,0.14,13.069999694824219,False,False,False,14.413136461359043,26.73636813582102,38.91629122616199,23.530141120019696,77.57323509633801,48.83785148255981,28.104132631133034,9.083740294430292,,,,6,False,8.5,,,n/d,2025-12-23,última,,,False,False,,,Em Baixa,13.670000076293945,-4.389176138412953,-35.3921678396524,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.4%))
JHSF3,SMALL11+DIVO11,SMALL11,Imobiliário,77.2,74.94,90.0,,,0.8,,86.38,80.34,45.2,69.44,False,2,Não,,,False,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.33,True,7661385216.0,3.67,1.04,6.22,8.09,28.4,16.71,13.12,52.59,4.89,1.22,1.3,1.73,0.86,0.24,29.7,90.2,9.12,7.25,0.72,61.6,36.26,5.01,13.76,130.6,-16.0,5.2,9.22,8.92,-27.9,39.5,56.7,7.38,13.76,39.99,2.49,110.3,-3.88,1.93,1.39,0.61,0.06,11.5600004196167,False,False,False,6.682124515225806,12.39534097574387,41.7356963378532,28.06722053856381,72.73835136441738,19.57807411896471,38.113352882115,20.353446738747483,,,,6,False,10.9,,,n/d,2026-10-01,próxima,,,False,False,,,Em Alta,11.65999984741211,-0.8576280369129163,-17.7720653842765,True,False,False,sem sinal (Em Alta)
MDNE3,SMALL11+DIVO11,SMALL11,Imobiliário,74.27,71.49,90.0,,,0.8,,72.13,75.5,60.49,80.56,False,3,Bandeira de alta,,,False,7,8,False,,True,,False,True,True,True,True,True,9,10,True,True,True,True,True,True,True,False,True,True,True,0.24,True,2719798528.0,4.8,1.17,15.03,9.3,24.38,16.15,10.98,21.43,4.62,0.91,1.16,2.38,0.48,0.36,44.65,19.5,4.12,6.4,1.12,72.76,27.27,20.62,34.28,27.5,-23.3,-2.5,25.73,26.55,-33.9,44.9,14.3,22.65,34.28,-2.41,2.83,11.3,-5.03,0.3,1.65,0.64,0.12,26.299999237060547,False,False,False,17.47351554952508,32.41337134436902,72.59895622730254,52.64212903632132,124.90589653737918,25.580625775233024,61.11470127237309,48.00513680595546,59.608688142704814,52.64212903632132,47.377916132689194,7,True,7.1,80.14417303072305,126.64901091977012,n/d,2026-01-02,última,"A Moura Dubeux (MDNE3) apresenta uma sólida combinação de alta qualidade e preço atrativo no setor imobiliário, evidenciada por um ROE de 24,4% e um ROIC de 11,0% que se posicionam acima dos pares setoriais de 16,2% e 9,4%, respectivamente, enquanto múltiplos como o P/L de 4,8 e o P/VP de 1,17 sugerem que o papel está descontado frente à sua rentabilidade. Essa eficiência operacional é acompanhada por uma estrutura de capital extremamente saudável, onde a relação Dívida Líquida/EBITDA de 0,91 está muito abaixo da média do setor de 18,46, indicando baixo endividamento e robusta liquidez corrente de 2,38 para suportar o crescimento. O expressivo Dividend Yield de 15,03% mostra-se sustentável e coerente com a forte geração de caixa, sendo amparado por uma margem líquida de 21,43% e um endividamento controlado que não sufoca a distribuição de lucros. No quesito expansão, a companhia supera largamente seus concorrentes com um CAGR de receita de cinco anos de 19,5%, acima da média setorial de 8,6%, o que se reflete no cumprimento de sete dos oito critérios do checklist de qualidade, falhando apenas na questão das vendas de ações por insiders. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 17,47 por Bazin até os otimistas R$ 124,91 por Lynch, estabelecendo uma média de R$ 59,61 e uma mediana de R$ 52,64. Tomando como referência o preço-teto ajustado com margem de segurança de R$ 47,38, o papel oferece um expressivo potencial de valorização de 80,1% em relação à cotação atual de R$ 26,3, em um momento técnico favorável de tendência de alta e padrão gráfico de bandeira de alta. Como principais prós, destacam-se o crescimento acelerado, o endividamento muito abaixo dos pares, a alta rentabilidade e o excelente retorno em proventos; em contrapartida, pesam negativamente a venda recente de papéis por insiders e a grande divergência de valor justo entre as metodologias de precificação, exigindo cautela na calibração das premissas de longo prazo.",Bandeira de alta,False,False,,,Em Alta,25.920000076293945,1.4660461406176495,-23.278879306891298,True,True,True,"Bandeira de alta — mastro +12%, recuo 42%, bandeira 10d (candidato)"
POMO3,SMALL11+DIVO11,SMALL11,Bens Industriais,73.69,74.34,70.0,,,0.7,,79.64,75.37,52.84,90.97,False,4,Não,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5350408704.0,4.43,1.26,21.69,12.72,28.32,24.74,18.39,13.19,4.67,1.29,0.98,1.94,0.81,0.36,56.37,-14.0,,8.76,1.02,59.93,39.42,3.73,6.48,15.5,-33.5,-16.2,5.54,5.41,-42.4,35.4,-18.8,3.73,6.43,-35.51,2.23,-29.1,-3.54,-1.04,0.93,0.46,0.04,4.309999942779541,False,False,False,3.9170439833186856,7.266116589056162,12.891083350299981,8.653292574209983,24.401490503872207,11.152710020683063,10.156109076395468,5.086886593826056,8.446177455398486,8.653292574209983,7.787963316788985,7,True,6.2,80.69520696481698,95.96699692648957,n/d,2026-08-26,última,,,False,False,,,Lateral,4.340000152587891,-0.6912490496218227,-34.01450210394217,True,False,False,sem sinal (Lateral)
POMO4,BOVA11+SMALL11+DIVO11+Carteira,BOVA11,Bens Industriais,72.69,73.16,70.0,,,0.7,,79.64,72.84,52.84,85.42,False,5,Não,,,False,5,8,False,,True,,False,False,True,True,False,True,7,10,True,True,True,False,False,True,True,False,True,True,True,0.44,True,5697999360.0,4.77,1.35,20.18,10.22,28.32,24.74,18.39,13.19,4.93,1.29,0.98,1.94,0.81,0.33,48.75,-14.0,4.84,8.76,1.02,59.93,39.42,3.93,7.69,16.7,-40.3,-15.3,5.79,5.88,-48.9,35.0,-18.6,3.93,6.81,-35.31,2.21,-39.0,-3.44,-1.51,0.99,0.49,0.05,4.590000152587891,False,False,False,3.350405957977336,6.215003052047958,12.750000423855251,8.579814242831745,23.801108724681857,11.526359317873373,11.35027450600816,5.030843865948327,11.321914876178097,11.35027450600816,10.215247055407344,7,True,7.1,122.55439468009341,146.66480391715635,n/d,2026-08-26,última,"A Marcopolo (POMO4) apresenta uma sólida combinação de alta qualidade e valuation atrativo no setor de bens industriais, evidenciada por um ROE de 28,3% e um ROIC de 18,4% que se posicionam bem acima dos seus pares setoriais, de 10,8% e 13,3%, respectivamente. Essa expressiva rentabilidade operacional convive com múltiplos de preço bastante descontados, visto que o P/L de 4,77 e o P/VP de 1,35 sugerem que o mercado ainda não precificou totalmente a eficiência da companhia. A estrutura de capital mostra-se altamente saudável, pois a relação dívida líquida sobre EBITDA de 1,29 está confortavelmente abaixo da média do setor de 2,38, indicando que o expressivo dividend yield de 20,18% é sustentável e amparado por uma sólida geração de caixa, e não por endividamento excessivo. Por outro lado, o crescimento histórico acende um sinal de alerta, dado que o CAGR de receita dos últimos cinco anos contraiu 14,0%, situando-se severamente abaixo da média setorial de 47,1%. Esse descompasso histórico é refletido no checklist de critérios da empresa, que atendeu a 5 de 8 requisitos fundamentais, penalizado justamente pela falta de expansão recente da receita, pela margem líquida de 13,19% que ficou abaixo do sarrafo de 15% e por movimentações de insiders. No campo do valuation, as estimativas de preço-teto revelam uma enorme dispersão entre os métodos, variando desde os conservadores R$ 3,35 pelo modelo de Bazin até os otimistas R$ 23,8 pelo critério de Lynch. Tomando como referência a média de R$ 11,32 e a mediana de R$ 11,35, o preço-teto ajustado com margem de segurança de R$ 10,22 projeta um expressivo potencial de valorização de 122,6% frente à cotação atual de R$ 4,59. Em suma, os principais pontos positivos da tese residem na extraordinária rentabilidade, no endividamento sob controle e no robusto retorno em proventos, enquanto os pontos negativos concentram-se na retração histórica de receita e na tendência lateralizada de curto prazo do papel.",,False,True,4.45,3.15,Lateral,4.599999904632568,-0.2173859185215843,-40.55764532394903,True,False,False,sem sinal (Lateral)
PSSA3,BOVA11,BOVA11,Insurance,72.6,72.18,75.0,,1.8,0.3,,75.78,51.76,100.0,51.39,False,6,Não,,,False,4,6,False,,True,,False,False,True,,True,True,6,8,True,False,True,,True,,True,False,True,True,True,,True,32786757632.0,9.07,2.07,5.83,5.33,22.84,17.35,79.28,8.13,,,,,,0.77,48.39,0.3,8.25,6.06,,71.59,28.18,43.07,55.45,18.8,-7.8,0.7,47.98,48.48,-16.1,25.8,10.4,44.27,55.45,-6.31,1.63,2.6,-2.69,-0.2,0.74,0.5,0.03,51.150001525878906,False,False,False,19.491336327657827,36.15642888780527,74.72299010120126,55.994851058955284,96.56587489233995,47.91863337954826,56.85288464252192,,44.57234717405316,42.037531133676765,37.83377802030909,4,True,3.8,-26.033671766036193,-12.859538916138336,2026-11-05,2026-06-23,última,,,False,False,,,Lateral,51.65999984741211,-0.9872209118071629,-7.920788067709195,True,False,False,sem sinal (Lateral)
MILS3,SMALL11,SMALL11,Bens Industriais,70.94,69.34,80.0,,,0.7,,83.76,58.25,58.01,54.86,False,7,Não,,,False,6,8,False,,True,,False,True,True,True,True,True,8,10,True,True,True,True,False,True,True,False,True,True,True,0.65,True,3591403264.0,8.24,1.96,5.36,5.7,23.81,18.37,20.65,23.53,4.89,1.28,0.87,2.98,0.99,0.65,46.97,21.3,8.42,11.12,0.54,61.6,38.32,10.3,15.81,53.0,-0.3,6.3,12.88,13.19,-15.0,26.9,24.6,12.01,15.81,7.89,1.69,40.6,-1.96,0.9,0.7,0.45,0.07,15.760000228881836,False,False,False,6.416829510196047,11.903218741413665,25.342233377752947,18.60183710589557,35.05203597095778,12.00272522349401,20.289215024532925,17.46110934177255,20.093196397974204,18.60183710589557,16.741653395306013,7,True,5.5,6.228763655886227,27.494899150771168,n/d,2026-04-22,última,,,False,False,,,Em Alta,15.789999961853027,-0.18999197621069053,-1.129230591216468,True,False,False,sem sinal (Em Alta)
ABCB10,SMALL11,SMALL11,Produtos financeiros,70.66,74.3,50.0,,,0.4,,74.83,73.33,,,False,8,Não,,,False,1,3,False,,,,,,True,,False,,1,2,True,False,,,False,,,,True,True,True,,True,,,0.9,,,14.9,,,40.92,,,,,,,,-2.9,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,0,True,,,,n/d,n/d,,,,False,False,,,,,,,False,False,False,histórico insuficiente
LEVE3,SMALL11+DIVO11,SMALL11,Consumo discricionário,70.66,70.78,70.0,,,0.9,,86.22,59.3,35.8,100.0,False,9,Não,,,False,6,8,False,,True,,True,False,True,False,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,1.2,True,4464654848.0,6.38,4.61,8.69,19.55,72.29,64.73,34.45,13.0,5.22,1.21,0.49,1.43,1.7,0.25,124.73,25.8,6.46,14.14,0.81,77.23,22.71,24.65,35.6,33.6,-7.5,0.5,32.3,31.3,-12.3,24.4,4.4,31.18,35.6,-12.31,1.54,25.1,-2.25,0.57,0.62,0.44,0.11,32.939998626708984,True,True,False,46.00036843904441,85.33068345442737,68.40987175609624,28.810714824867844,154.89027567418017,98.51666666666667,62.472411188586015,26.286610751957053,71.33970034447822,65.44114147234113,58.89702732510702,8,True,5.9,78.80094043887149,116.57469131353673,n/d,2026-04-30,última,,,False,False,,,Em Alta,32.97999954223633,-0.12128840534432195,-9.030656007848103,True,False,False,sem sinal (Em Alta)
VTRU3,SMALL11,SMALL11,Consumo discricionário,70.36,73.95,50.0,,,0.9,,85.5,94.93,55.57,6.25,False,10,Fundo duplo,,,False,7,8,False,,True,,,,True,True,False,True,4,8,True,True,True,True,False,True,True,True,True,False,True,0.37,True,2191862528.0,2.02,0.55,0.17,0.21,27.23,9.79,15.07,46.56,3.06,2.1,1.95,2.56,0.56,0.13,0.42,-23.9,4.62,6.37,0.37,51.99,48.01,10.28,16.86,42.8,-12.9,10.1,13.45,13.36,-28.8,38.7,4.9,12.0,16.86,-11.81,2.44,17.3,-3.52,0.62,1.16,0.52,0.06,14.680000305175781,,False,False,0.21610177264036173,0.4008687882478709,96.29208120969261,66.06330462110532,110.5076383141593,0.4757166666666666,87.93465529337968,35.259609073580044,,,,5,False,511.4,,,n/d,n/d,,,Fundo duplo,False,False,,,Em Alta,14.770000457763672,-0.6093442775797819,-15.378811922279512,False,True,False,Fundo duplo — rompeu pescoço ~R$13.59 (candidato)
